"ID","Collection","ENS","Minting Date","Tx Count","Power"
"2347018","0xf23b38099188fd5892346104bbef2f1c11d10244","poulet.eth","Thu, 28 Oct 2021 07:51:37 GMT","1","2"
"2347058","0x73e325a8f9bd07228bef1e859bc7de34b855fd85","woody.eth","Thu, 28 Oct 2021 07:55:10 GMT","1","1"
"2347071","0x38140e35fda3f160ddb06e0637488a3e174acbbc","","Thu, 28 Oct 2021 07:57:28 GMT","1","14"
"2347099","0xd9fdd7314cc201bcb3a1a5455b4c458a76eca718","dorumuntean.eth","Thu, 28 Oct 2021 08:02:00 GMT","1","18"
"2347100","0xad0d48a8eeca41da04bf4697b41ffeabca9d9c5f","","Thu, 28 Oct 2021 08:02:25 GMT","1","7"
"2347103","0x58bcd7dd3c76225fdb7a53fa81cca08a2aff0f33","","Thu, 28 Oct 2021 08:02:50 GMT","1","4"
"2347107","0xc260b3e56b4eea29a8c4ed2df10271b709322a4c","stoyan.eth","Thu, 28 Oct 2021 08:03:05 GMT","1","1"
"2347108","0xc912e55e813753f91f96054eacf4e342a6061f1a","sathaxe.eth","Thu, 28 Oct 2021 08:03:05 GMT","1","4"
"2347118","0xbcce06bfdc04efef4b824ff74e358521cc096111","","Thu, 28 Oct 2021 08:06:00 GMT","1","1"
"2347128","0x35434a35c19cabc4bd508edf538cc1cf33bda688","jantto.eth","Thu, 28 Oct 2021 08:06:50 GMT","1","2"
"2347132","0x6b2ebfe3fe5c5b84746105421de93df383b222e8","","Thu, 28 Oct 2021 08:07:35 GMT","1","4"
"2347169","0x8c833a6c7f2ace55d283b3b52edb39efe67932e0","nathantodamoon.eth","Thu, 28 Oct 2021 08:11:50 GMT","1","38"
"2347180","0xd127c0c480fb631e545f687df5a4bac6b6ba4823","micfox.eth","Thu, 28 Oct 2021 08:15:15 GMT","1","4"
"2347185","0xa0c8f98501fda2f29e1d6a1845cc195353ced672","","Thu, 28 Oct 2021 08:15:15 GMT","1","7"
"2347193","0x63e62588330657c99ba79139e7c21af0c0db1e7e","","Thu, 28 Oct 2021 08:15:22 GMT","1","5"
"2347264","0x7140640f5917847e39e4ba86d0853915117a1c5f","","Thu, 28 Oct 2021 08:25:00 GMT","1","12"
"2347299","0x600dcd99dc4056e5d2a6864a335d75dc64f9a945","highlevel.eth","Thu, 28 Oct 2021 08:28:05 GMT","1","29"
"2347350","0x5d4fe11cd67cf21a5b7e75efb12388cd2c250b5a","","Thu, 28 Oct 2021 08:34:45 GMT","1","1"
"2347436","0xede845aeb68ad7d3ff376090d15327765c444719","","Thu, 28 Oct 2021 08:44:15 GMT","1","4"
"2347451","0x3aaf1cb151c85484c862b56b7db7d82488432fcf","","Thu, 28 Oct 2021 08:45:05 GMT","1","39"
"2347475","0xfc567a525bd613fe892dc62634264a4b78e6d52f","","Thu, 28 Oct 2021 08:48:05 GMT","1","6"
"2347556","0xbe3e1ca409bf61e476bca616fc674098b148e2e3","","Thu, 28 Oct 2021 08:57:55 GMT","1","3"
"2347568","0x044fd74174c8abf46123cd98178663f5230a4007","starstar.eth","Thu, 28 Oct 2021 08:58:40 GMT","1","783"
"2347576","0x5d46ed7405a8a87492cd139fcd38bce60cb5030e","b-wallet.eth","Thu, 28 Oct 2021 09:00:25 GMT","1","1656"
"2347588","0x84e3e0f568ed68b4f6827fe797444b3d5b1fd8b5","l2nft.eth","Thu, 28 Oct 2021 09:02:00 GMT","1","1934"
"2347644","0x6ebda7544c2b0edbb449f78aa88ac708fbdf2687","","Thu, 28 Oct 2021 09:08:30 GMT","1","1"
"2347650","0x6d96b763131b9fbef1f6d4af5bdcff09b2dbdd92","nazzareno.eth","Thu, 28 Oct 2021 09:11:20 GMT","1","23"
"2347662","0xe7b30a037f5598e4e73702ca66a59af5cc650dcd","","Thu, 28 Oct 2021 09:11:58 GMT","1","6"
"2347663","0x7f2049f69eabc4bd865fe8edf21cb8019cc7ec8f","lolclark.eth","Thu, 28 Oct 2021 09:12:30 GMT","1","18"
"2347717","0x2959c374a9331b93fe56d0ab19ae77236ab4566e","","Thu, 28 Oct 2021 09:18:50 GMT","1","279"
"2347722","0xdd6d37e29294a985e49ff301acc80877fc24997f","","Thu, 28 Oct 2021 09:19:30 GMT","1","5"
"2347735","0x5390a21b4dda4989fd951a2286e78037567ab447","","Thu, 28 Oct 2021 09:22:25 GMT","1","3"
"2347746","0x2e5ccffbae934a9cb7e061fca7af01946e4e550e","laz.eth","Thu, 28 Oct 2021 09:23:50 GMT","1","7"
"2347757","0xe118c8661a4a66be6631c64dd62450d056e7e00a","","Thu, 28 Oct 2021 09:26:00 GMT","1","812"
"2347758","0x66300889afb808626498c28e3811bb9b06a014ad","","Thu, 28 Oct 2021 09:26:00 GMT","1","59"
"2347770","0x83eb0d1edb9e144e73656a9d0089bce22783cedb","","Thu, 28 Oct 2021 09:28:20 GMT","1","1"
"2347838","0x9671014f2a2bc768fa897ae6b3a75fd446e5e684","","Thu, 28 Oct 2021 09:37:50 GMT","1","2"
"2347971","0xe5c306c10edc4558d9882d8c8ed6f026a3b33120","","Thu, 28 Oct 2021 09:49:20 GMT","1","14"
"2347982","0x2f941494bf18ad9f96602da1b4563c883594fc4c","","Thu, 28 Oct 2021 09:53:55 GMT","1","19"
"2347985","0x02fb763a0454a54b3ffd02427f54340b42fe8e7c","","Thu, 28 Oct 2021 09:55:00 GMT","1","1561"
"2347988","0x226c7bea9ef53342e0a8c8d80885ff800e35d265","anohana.eth","Thu, 28 Oct 2021 09:55:50 GMT","1","731"
"2348005","0xb653ce2ddc7d0cc1e8403d6387ba0c2c1b735fd5","no-00.eth","Thu, 28 Oct 2021 10:02:05 GMT","1","188"
"2348019","0xd952c734c23d1cf1a7f6d13a95c35e8d3de19f49","satoshinakamototxns.eth","Thu, 28 Oct 2021 10:06:20 GMT","1","7"
"2348023","0x7bb9dccc97052ddef05141897fe8313fd4ad0418","","Thu, 28 Oct 2021 10:07:40 GMT","1","192"
"2348027","0x9e8271e84f795fbee563a92915bbf620ee972c8e","","Thu, 28 Oct 2021 10:09:15 GMT","1","2"
"2348029","0xf51754d95c0b9bb416ab4915e9f10b04d04d29e5","","Thu, 28 Oct 2021 10:09:55 GMT","1","90"
"2348056","0xec66352d727ed6dc705f949f9641603617caae81","","Thu, 28 Oct 2021 10:13:30 GMT","1","195"
"2348068","0xc98a194d958572368c683e601bf244f2c9009443","allenkong.eth","Thu, 28 Oct 2021 10:14:50 GMT","1","142"
"2348079","0x1056e5c3d42d582b3dacf27336b16d63999b8a26","","Thu, 28 Oct 2021 10:15:50 GMT","1","53"
"2348087","0x2e79f1afc5cf612a769565880269628f32492420","","Thu, 28 Oct 2021 10:16:25 GMT","1","158"
"2348157","0xc11e8939a2de12d92a17e02cc03695f569327f0f","","Thu, 28 Oct 2021 10:23:37 GMT","1","15"
"2348167","0xb21c33de1fab3fa15499c62b59fe0cc3250020d1","protolambda.eth","Thu, 28 Oct 2021 10:24:00 GMT","1","50"
"2348175","0xa16b8c34c925df3adc995fb4969f2f1192cf37a4","","Thu, 28 Oct 2021 10:24:40 GMT","1","69"
"2348182","0xa60f6cc56915d6109f42634bba1c32dbcf8ce39f","","Thu, 28 Oct 2021 10:25:45 GMT","1","1"
"2348193","0x7eb84e42059f0d44269c50f4d3a280fd307a6824","jtnichol.eth","Thu, 28 Oct 2021 10:27:00 GMT","1","44"
"2348217","0xcf9fac17bd11b946b39000321b3ffe7f2b0172c3","","Thu, 28 Oct 2021 10:30:45 GMT","1","29"
"2348281","0x37ea434799b0ec581a073ed88e187cf4a22c5bce","","Thu, 28 Oct 2021 10:37:55 GMT","1","11"
"2348320","0xa05d173f369263fb697e1a0e214b107b59237400","","Thu, 28 Oct 2021 10:43:35 GMT","1","1"
"2348378","0x306ebe8357cf941e1b870a1ba6a60aa9668805d2","afronomad.eth","Thu, 28 Oct 2021 10:54:45 GMT","1","33"
"2348408","0x7a86df14adba1ef38aa12e5727c7ac20bf7d70ad","","Thu, 28 Oct 2021 11:01:25 GMT","1","3"
"2348434","0x2a209589119688574e65cb9fba546e33012a9edc","agneth.eth","Thu, 28 Oct 2021 11:08:50 GMT","1","45"
"2348443","0x1721aa250e28db9602c24354f2576252256e05fc","","Thu, 28 Oct 2021 11:10:20 GMT","1","1"
"2348444","0x8382d8e5c9f2bb6f5879ace277b7051a2c2272f2","","Thu, 28 Oct 2021 11:10:55 GMT","1","239"
"2348477","0xa411398b05c2d0df6ad5b524c2fe1d7fa9ce6cf1","","Thu, 28 Oct 2021 11:21:10 GMT","1","968"
"2348486","0x422244f99c97993cfe5ca3b2e1a4be589df24080","","Thu, 28 Oct 2021 11:23:35 GMT","1","2"
"2348496","0xb22538c79ef316e128840a55866a7d918a126a7d","","Thu, 28 Oct 2021 11:26:35 GMT","1","9"
"2348504","0xf4844a06d4f995c4c03195afcb5aa59dcbb5b4fc","wijuwiju.eth","Thu, 28 Oct 2021 11:29:25 GMT","1","23"
"2348514","0xc7a14f97ca063ad5aac3adc837d09e9f13ba63fa","franzi.eth","Thu, 28 Oct 2021 11:32:20 GMT","1","41"
"2348556","0x20dfeed4bd0a027b31240a25dd257e85a42bffaf","dexterous.eth","Thu, 28 Oct 2021 11:40:50 GMT","1","33"
"2348561","0x4e8ad3c90f026e4d034b81ba0e1a929e77d80b36","kempsterrrr.eth","Thu, 28 Oct 2021 11:42:35 GMT","1","3"
"2348566","0x61d1b77b20b7caf25545117336bb172f6950deec","butta.eth","Thu, 28 Oct 2021 11:43:50 GMT","1","94"
"2348579","0xdf1b02672d19909f80805aa3b217b8c9cd704d60","redruchi.eth","Thu, 28 Oct 2021 11:47:32 GMT","1","71"
"2348583","0xb3d1a413968f7133ef644e720f74e216090c51a8","tarunsachdeva.eth","Thu, 28 Oct 2021 11:48:50 GMT","1","4"
"2348586","0x30c7f4f7504d6366916f669cd8e731ed4df6c702","bosco.eth","Thu, 28 Oct 2021 11:48:55 GMT","1","29"
"2348595","0x7200ef22d5e2052f8336dcff51dd08119aface87","domingob.eth","Thu, 28 Oct 2021 11:50:45 GMT","1","36"
"2348635","0x977b6928c62f0678b4fdbb007a494d804be88396","","Thu, 28 Oct 2021 11:58:25 GMT","1","1"
"2348653","0xe3f01bf25fd0b64c9ea776d9b5d5c589b6277fd2","countmchristo.eth","Thu, 28 Oct 2021 12:03:00 GMT","1","7"
"2348670","0x1ec1ccef3e1735bda3f4ba698e8a524aa7c93274","mantisdatasolutions.eth","Thu, 28 Oct 2021 12:07:20 GMT","1","32"
"2348680","0x8847ebaaf29a18396e49191602f8d8d141b98aa7","cyberg.eth","Thu, 28 Oct 2021 12:09:30 GMT","1","14"
"2348694","0xfef19d3bb4575f69bff2b74d20d9155e67ebe777","maxandrew.eth","Thu, 28 Oct 2021 12:12:05 GMT","1","5"
"2348697","0xd89654f93314cc4f09a0fb0367cb6b7a711998cd","gr4zz.eth","Thu, 28 Oct 2021 12:13:30 GMT","1","9"
"2348733","0x399e0ae23663f27181ebb4e66ec504b3aab25541","superphiz.eth","Thu, 28 Oct 2021 12:22:55 GMT","1","324"
"2348743","0x9254c23bcb4155f03b7c57166df4377fdfa3605a","","Thu, 28 Oct 2021 12:25:10 GMT","1","154"
"2348744","0x86654d2f8dffda299a2647961d3b872420c59b74","","Thu, 28 Oct 2021 12:25:55 GMT","1","127"
"2348752","0x45feb4865f00e359156a4f873c9eef893b4191e7","","Thu, 28 Oct 2021 12:28:00 GMT","1","2"
"2348760","0x6d4498820214ed716479fd2d415dcc784437375e","","Thu, 28 Oct 2021 12:29:30 GMT","1","1"
"2348762","0x55f5429343891f0a2b2a8da63a48e82da8d9f2f6","serglo.eth","Thu, 28 Oct 2021 12:29:55 GMT","1","78"
"2348775","0xc02624affa30299fa164e7176a37610835a923a7","jeffscottward.eth","Thu, 28 Oct 2021 12:32:20 GMT","1","3"
"2348874","0xe626e8ca82603e3b44751f8562b5ed126d345140","tyevlag.eth","Thu, 28 Oct 2021 12:54:05 GMT","1","854"
"2348888","0x0400083c67fd63db5f1ae087efd9583430b663cf","bombard.eth","Thu, 28 Oct 2021 12:56:25 GMT","1","3"
"2348890","0x09a900eb2ff6e9aca12d4d1a396ddc9be0307661","","Thu, 28 Oct 2021 12:56:25 GMT","1","5"
"2348937","0x2ab00d9690316253d472ac1f23f078ffcbe1179f","killoren.eth","Thu, 28 Oct 2021 13:02:55 GMT","1","3"
"2348942","0x60a5dcb2fc804874883b797f37cbf1b0582ac2dd","msolomon.eth","Thu, 28 Oct 2021 13:03:45 GMT","1","17"
"2348953","0x21532d4267648191bef7a33c813c43cf90a6fa78","unvetica.eth","Thu, 28 Oct 2021 13:04:35 GMT","1","310"
"2349015","0x8c6420b204c6ea395f1ff4957b4c886bd023b3af","","Thu, 28 Oct 2021 13:10:55 GMT","1","1"
"2349030","0x3e77fd1b4d4176ca9d54db60f132fbb88bfa43ca","","Thu, 28 Oct 2021 13:13:55 GMT","1","3"
"2349046","0xaca4ab44dcd2ec6982bb5238bf1daf268c159699","rootulp.eth","Thu, 28 Oct 2021 13:17:15 GMT","1","26"
"2349191","0x4c0a466df0628fe8699051b3ac6506653191cc21","trent.eth","Thu, 28 Oct 2021 13:36:55 GMT","1","38"
"2349204","0xb4d6b7757d88ba7ebcb6663e91e98fa352c53e12","","Thu, 28 Oct 2021 13:38:00 GMT","1","1"
"2349346","0x56d389c4e07a48d429035532402301310b8143a0","colfax.eth","Thu, 28 Oct 2021 13:50:55 GMT","1","171"
"2349353","0x96e99a4ce092406b8c54fed16806a7d6e4c028e6","pinode.eth","Thu, 28 Oct 2021 13:51:50 GMT","1","1776"
"2349502","0xd7d76c58b3a519e9fa6cc4d22dc017259bc49f1e","","Thu, 28 Oct 2021 13:57:55 GMT","1","21"
"2349627","0xebe2adcbc2448787edffb030307beb8efba583da","olymp.eth","Thu, 28 Oct 2021 14:03:13 GMT","1","535"
"2349636","0x909f9ef8a242e2df9c65c2535f3521e9bd5212eb","dluffy.eth","Thu, 28 Oct 2021 14:04:05 GMT","1","158"
"2349668","0x40ffac75e9ac1d04f90c2d2723cbb71aee404595","nagiraldo.eth","Thu, 28 Oct 2021 14:07:25 GMT","1","13"
"2349670","0x284c5eeba11fd1aafc011e7d78e90e7ba703d285","nftabc.eth","Thu, 28 Oct 2021 14:07:45 GMT","1","131"
"2349682","0xce1a7bc82a15e8ed38be06b8c8df8bbdf3e2b7a9","","Thu, 28 Oct 2021 14:11:30 GMT","1","1"
"2349684","0x1caf1721c38ab85ce89e565a6a04366287202832","","Thu, 28 Oct 2021 14:12:10 GMT","1","2"
"2349686","0xcc42fd416db8bb2026b06e5b3b662acf5afe1c23","","Thu, 28 Oct 2021 14:12:15 GMT","1","3"
"2349696","0x61236514a301ecabb04bf11c686be043ff1ce71a","","Thu, 28 Oct 2021 14:14:40 GMT","1","268"
"2349704","0xd7171b6fa1b9f1c7e5f28b8f3a73e72a2426150d","","Thu, 28 Oct 2021 14:16:10 GMT","1","22"
"2349719","0x9033b241ebbfecaed501fad794afb57fdb27dc16","","Thu, 28 Oct 2021 14:19:40 GMT","1","150"
"2349725","0x5b655eda7d101f98934392cc3610bcb25b633789","defaang.eth","Thu, 28 Oct 2021 14:20:55 GMT","1","18"
"2349727","0x42919c338c192609a6042311e48c1a1ef5f1a6ce","mopai.eth","Thu, 28 Oct 2021 14:21:10 GMT","1","1596"
"2349731","0x86ba9a85dc55a5d510fc71ad90831aaf9a69e888","poapex.eth","Thu, 28 Oct 2021 14:22:50 GMT","1","1301"
"2349733","0x6b4e456d151286e1db128c7835680d60d2649180","","Thu, 28 Oct 2021 14:24:25 GMT","1","1131"
"2349737","0x77e3a35a6248c8ef5a0ea4d6c5f447df283f0f27","","Thu, 28 Oct 2021 14:25:10 GMT","1","1107"
"2349740","0x244b53e953c6af07d7ee5f320caef72a18822170","","Thu, 28 Oct 2021 14:25:52 GMT","1","1043"
"2349743","0xe8fed7dd3e858d5837219ffec815658ea891f69f","","Thu, 28 Oct 2021 14:26:45 GMT","1","1020"
"2349750","0xa187497c509a56cc1f5226a5895a6f59bc5a8205","","Thu, 28 Oct 2021 14:28:15 GMT","1","1008"
"2349751","0x369d055674323f66182c67f5a77547831e26b63a","","Thu, 28 Oct 2021 14:28:15 GMT","1","999"
"2349756","0x27fdcb11fc3af7d8b89f3ed1522693c6c21dae77","","Thu, 28 Oct 2021 14:28:50 GMT","1","981"
"2349759","0x6687c671980e65ebd722b9146fc61e2471558dd6","","Thu, 28 Oct 2021 14:29:05 GMT","1","51"
"2349760","0xb63c0456c3a2e958826f0b5ac32349a55f80d816","","Thu, 28 Oct 2021 14:29:45 GMT","1","946"
"2349762","0x306073722fb7387b0733f7fe107d7855bb3bca95","","Thu, 28 Oct 2021 14:30:25 GMT","1","928"
"2349763","0xdf33f4e48fa2318204fbd5e99d1141950429bb49","","Thu, 28 Oct 2021 14:31:15 GMT","1","4"
"2349809","0x83629f032ed211e0039494f6e5c5e36586598e3e","","Thu, 28 Oct 2021 14:40:55 GMT","1","4"
"2349827","0x559441fef78b7e27b66db69c11e5b3827e1aea96","velkoskis.eth","Thu, 28 Oct 2021 14:45:00 GMT","1","2"
"2349849","0x87e5397e7f770de1cf8c7eb5a2661f880b0450fa","","Thu, 28 Oct 2021 14:51:15 GMT","1","2"
"2349855","0xa6245875b85d0fdd2a6c3b0a107c300dceee6674","","Thu, 28 Oct 2021 14:54:22 GMT","1","6"
"2349857","0x128e5625e15fdba91d6ccb1abdfdc62b5d152b4f","layer2scaling.eth","Thu, 28 Oct 2021 14:54:45 GMT","1","78"
"2349889","0x38b2bac6431604dffec17a1e6adc649a9ea0efba","","Thu, 28 Oct 2021 15:02:50 GMT","1","6"
"2349910","0x29ce0df06da9d430538606251c377476c6423cd1","","Thu, 28 Oct 2021 15:09:50 GMT","1","15"
"2349911","0xfae5d1580503c02b9b9437fffd79b713e1b4626d","moaaz.eth","Thu, 28 Oct 2021 15:11:25 GMT","1","3"
"2349929","0xe89c2545e4e05a79d21351cdeeda4651ca48debc","","Thu, 28 Oct 2021 15:19:50 GMT","1","8"
"2349979","0xecd8c7abae05083c7bf368e022a311c24a11870f","ethfly.eth","Thu, 28 Oct 2021 15:26:35 GMT","1","2002"
"2349982","0x375cf42640e384d04314cb1b76a36d1d2924460a","","Thu, 28 Oct 2021 15:27:05 GMT","1","11"
"2349989","0x543da850a9dfb64bad9af1c0297f2051b65f3ff0","parallverse.eth","Thu, 28 Oct 2021 15:29:00 GMT","1","1"
"2349990","0xe427f4202c3d43cf2a538e1a3ed5a34b63d07150","","Thu, 28 Oct 2021 15:29:00 GMT","1","128"
"2349993","0x7d59d5fc2677d9114c9f082179e461285b24847c","","Thu, 28 Oct 2021 15:29:20 GMT","1","10"
"2349998","0x7326a688383d2f4c50bdba11a42c39c9b327fa70","","Thu, 28 Oct 2021 15:30:00 GMT","1","3"
"2350007","0x17dfd18987b6b131686fea478600b75d11193335","kingway.eth","Thu, 28 Oct 2021 15:32:45 GMT","1","1994"
"2350014","0xb01474b50382fae1a847e3a916ecdf07ba57bcc7","inkymaze.eth","Thu, 28 Oct 2021 15:33:20 GMT","1","5"
"2350015","0x80040312d5b96ef9c459bdc68451aba61ebfb7ef","","Thu, 28 Oct 2021 15:33:35 GMT","1","1"
"2350074","0xe340b00b6b622c136ffa5cff130ec8edcddcb39d","m1guelpf.eth","Thu, 28 Oct 2021 15:41:40 GMT","1","18"
"2350078","0xca2f5e2153da3b8f0efe1df57784cd0d1a4110ed","","Thu, 28 Oct 2021 15:42:15 GMT","1","3"
"2350111","0xbec7fcac08ec395204f445d8e4ed261efb2efb2e","","Thu, 28 Oct 2021 15:50:20 GMT","1","1"
"2350154","0xf139dd6b91014f100081a39ac4669e2a27491049","","Thu, 28 Oct 2021 16:04:25 GMT","1","1"
"2350184","0x6dd412dd9218eab74b1de784cc423d5259bb27ec","","Thu, 28 Oct 2021 16:14:00 GMT","1","1"
"2350194","0xaa052288600045c5709c2e95d02fa58e79c9f341","","Thu, 28 Oct 2021 16:21:03 GMT","1","7"
"2350205","0x3909a9195d0c590cfe0083553667bd00baf3bf84","","Thu, 28 Oct 2021 16:26:05 GMT","1","143"
"2350217","0x0000000000591b1da6b179d1da1ee31afae473e5","","Thu, 28 Oct 2021 16:34:30 GMT","1","1"
"2350220","0xba5fba9e705f76d30e620607d76d18d3dcf9b2ab","","Thu, 28 Oct 2021 16:39:00 GMT","1","1"
"2350222","0x0831a0ea52d5768248c61afc79280354c7c5e646","","Thu, 28 Oct 2021 16:39:40 GMT","1","2"
"2350247","0x864d69e84bcbf88dc63c0333501b1db5d3fdbf28","baraa.eth","Thu, 28 Oct 2021 16:47:00 GMT","1","5"
"2350254","0xf0549d13b142b37f0663e6b52ce54bd312a2edaa","","Thu, 28 Oct 2021 16:49:20 GMT","1","9"
"2350255","0x8b44116a3ee1bd399cbee2ae89c83e782a436874","","Thu, 28 Oct 2021 16:49:57 GMT","1","1"
"2350259","0x1ded3c31ec30a1c651c7d1eca0f7db3ad76d15ef","solanacoin.eth","Thu, 28 Oct 2021 16:51:25 GMT","1","118"
"2350261","0x7c7bcfcb4c7b2e6d69a2f1d99e4aede0886b6f44","","Thu, 28 Oct 2021 16:52:35 GMT","1","2"
"2350269","0x15a13de998735ab46d2d6bd5c73bee84bd57acff","","Thu, 28 Oct 2021 16:55:35 GMT","1","15"
"2350272","0x0aa0334eec0d29792a9ab862862d7d6133a3d0cd","","Thu, 28 Oct 2021 16:56:50 GMT","1","1"
"2350312","0xe7e84204b7e180454e5c40d0e04d346214a83f85","harper.eth","Thu, 28 Oct 2021 17:12:20 GMT","1","4"
"2350333","0x3bdcd88a9639f85818ed5a35e2abf6292d9b0377","","Thu, 28 Oct 2021 17:24:47 GMT","1","15"
"2350542","0xb944d9e0f8a551634fa2c85be590946b4165ee1e","","Thu, 28 Oct 2021 18:06:30 GMT","1","1"
"2350727","0x5ba397662e0dc4569199de084c340cd15b151716","","Thu, 28 Oct 2021 18:16:25 GMT","1","2"
"2351040","0x339dd90e14ec35d2f74ffea7495c2fb0150af2ba","0xmiracle.eth","Thu, 28 Oct 2021 18:32:15 GMT","1","32"
"2351215","0x81b066033d5b35d9c082d8f6fdb2f8e8f81be872","","Thu, 28 Oct 2021 18:42:15 GMT","1","1"
"2352000","0xac4361f56c82ed59d533d45129f407015d84702a","ethosdev.eth","Thu, 28 Oct 2021 19:52:55 GMT","1","120"
"2352214","0x0f90ccdd535392f55ac6ad7d6cc77b57290d9e0f","","Thu, 28 Oct 2021 20:34:00 GMT","1","1"
"2352254","0x005b661b34cb13e4023a26048eb6440a9e1d611b","chtmorris.eth","Thu, 28 Oct 2021 20:47:05 GMT","1","3"
"2352339","0x07295d129f841f2854f9f298f137c2ffc5ccff34","","Thu, 28 Oct 2021 21:20:25 GMT","1","4"
"2352351","0xd9cd6da3bd89937eb506e88499c53ecdac95874e","","Thu, 28 Oct 2021 21:22:40 GMT","1","68"
"2352466","0x4ccc2acdd43811ce928cef7371fc95daf7418631","guide42.eth","Thu, 28 Oct 2021 21:52:50 GMT","1","111"
"2352487","0x954a86c613fd1fbac9c7a43a071a68254c75e4ac","","Thu, 28 Oct 2021 21:56:45 GMT","1","4"
"2352601","0xd72dfebf190aad3b46936c9815ca849d59a81049","","Thu, 28 Oct 2021 22:08:35 GMT","1","78"
"2352607","0x1bcefd84d0327060bf76074de4534d05c7684334","","Thu, 28 Oct 2021 22:09:50 GMT","1","2"
"2352611","0x1cbe86f18a64b4d31ce661ee6285b626113c3ce4","kyrers.eth","Thu, 28 Oct 2021 22:10:50 GMT","1","2"